cost,component,location,carrier,0
capital,Link,AT0 18,H2 Fuel Cell,0.89746
capital,Link,AT0 18,H2 pipeline,3.1644
capital,Link,AT0 18,Sabatier,0.99916
capital,Link,AT0 18,V2G,0.0
capital,Link,AT0 18,battery charger,3.42181
capital,Link,AT0 18,battery discharger,0.0
capital,Link,AT0 18,electricity distribution grid,3.98889
capital,Link,AT0 18,home battery charger,3.47701
capital,Link,AT0 18,home battery discharger,0.0
capital,Link,AT0 18,methanolisation,152.6471
capital,Link,AT0 18,rural air heat pump,1.8749
capital,Link,AT0 18,rural ground heat pump,1.86714
capital,Link,AT0 18,rural resistive heater,2319689.5095
capital,Link,AT0 18,rural water tanks charger,0.0
capital,Link,AT0 18,rural water tanks discharger,0.0
capital,Link,AT0 18,urban central air heat pump,1.82981
capital,Link,AT0 18,urban central ptes heat pump,1.84487
capital,Link,AT0 18,urban central resistive heater,4207321.36093
capital,Link,AT0 18,urban central water pits charger,0.0
capital,Link,AT0 18,urban central water pits discharger,0.0
capital,Link,AT0 18,urban central water tanks charger,0.0
capital,Link,AT0 18,urban central water tanks discharger,0.0
capital,Link,AT0 18,urban decentral air heat pump,1.86997
capital,Link,AT0 18,urban decentral resistive heater,592935.50898
capital,Link,AT0 18,urban decentral water tanks charger,0.0
capital,Link,AT0 18,urban decentral water tanks discharger,0.0
capital,Link,AT0 19,BEV charger,0.0
capital,Link,AT0 19,DAC,4.79339
capital,Link,AT0 19,Fischer-Tropsch,1.64917
capital,Link,AT0 19,H2 Electrolysis,141.06307
capital,Link,AT0 19,H2 Fuel Cell,0.90513
capital,Link,AT0 19,H2 pipeline,3.00402
capital,Link,AT0 19,Sabatier,0.9987
capital,Link,AT0 19,V2G,0.0
capital,Link,AT0 19,battery charger,3.41016
capital,Link,AT0 19,battery discharger,0.0
capital,Link,AT0 19,electricity distribution grid,3.5973
capital,Link,AT0 19,home battery charger,3.44317
capital,Link,AT0 19,home battery discharger,0.0
capital,Link,AT0 19,methanolisation,41.44571
capital,Link,AT0 19,rural air heat pump,1.92231
capital,Link,AT0 19,rural ground heat pump,1.93571
capital,Link,AT0 19,rural resistive heater,1709381.11476
capital,Link,AT0 19,rural water tanks charger,0.0
capital,Link,AT0 19,rural water tanks discharger,0.0
capital,Link,AT0 19,urban central air heat pump,1.93767
capital,Link,AT0 19,urban central ptes heat pump,1.80312
capital,Link,AT0 19,urban central resistive heater,3016910.96407
capital,Link,AT0 19,urban central water pits charger,0.0
capital,Link,AT0 19,urban central water pits discharger,0.0
capital,Link,AT0 19,urban central water tanks charger,0.0
capital,Link,AT0 19,urban central water tanks discharger,0.0
capital,Link,AT0 19,urban decentral air heat pump,1.91887
capital,Link,AT0 19,urban decentral resistive heater,3008992.08794
capital,Link,AT0 19,urban decentral water tanks charger,0.0
capital,Link,AT0 19,urban decentral water tanks discharger,0.0
capital,Link,AT0 2,BEV charger,0.0
capital,Link,AT0 2,DAC,4.65921
capital,Link,AT0 2,Fischer-Tropsch,1.66486
capital,Link,AT0 2,H2 Electrolysis,62.10532
capital,Link,AT0 2,H2 Fuel Cell,0.90911
capital,Link,AT0 2,H2 pipeline,3.14222
capital,Link,AT0 2,Sabatier,1.00127
capital,Link,AT0 2,V2G,0.0
capital,Link,AT0 2,battery charger,3.39054
capital,Link,AT0 2,battery discharger,0.0
capital,Link,AT0 2,electricity distribution grid,4.94429
capital,Link,AT0 2,home battery charger,3.41172
capital,Link,AT0 2,home battery discharger,0.0
capital,Link,AT0 2,methanolisation,70.49948
capital,Link,AT0 2,rural air heat pump,1.96206
capital,Link,AT0 2,rural ground heat pump,2.04157
capital,Link,AT0 2,rural resistive heater,1396593.44524
capital,Link,AT0 2,rural water tanks charger,0.0
capital,Link,AT0 2,rural water tanks discharger,0.0
capital,Link,AT0 2,urban central air heat pump,2.02806
capital,Link,AT0 2,urban central ptes heat pump,1.78461
capital,Link,AT0 2,urban central resistive heater,2068580.2001
capital,Link,AT0 2,urban central water pits charger,0.0
capital,Link,AT0 2,urban central water pits discharger,0.0
capital,Link,AT0 2,urban central water tanks charger,0.0
capital,Link,AT0 2,urban central water tanks discharger,0.0
capital,Link,AT0 2,urban decentral air heat pump,1.95426
capital,Link,AT0 2,urban decentral resistive heater,2961841.42312
capital,Link,AT0 2,urban decentral water tanks charger,0.0
capital,Link,AT0 2,urban decentral water tanks discharger,0.0
capital,Link,AT0 20,BEV charger,0.0
capital,Link,AT0 20,DAC,4.82574
capital,Link,AT0 20,Fischer-Tropsch,1.64663
capital,Link,AT0 20,H2 Electrolysis,34.8678
capital,Link,AT0 20,H2 Fuel Cell,0.90956
capital,Link,AT0 20,H2 pipeline,7.68591
capital,Link,AT0 20,Sabatier,0.99695
capital,Link,AT0 20,V2G,0.0
capital,Link,AT0 20,battery charger,3.40499
capital,Link,AT0 20,battery discharger,0.0
capital,Link,AT0 20,electricity distribution grid,4.4929
capital,Link,AT0 20,home battery charger,3.46803
capital,Link,AT0 20,home battery discharger,0.0
capital,Link,AT0 20,methanolisation,18.45048
capital,Link,AT0 20,rural air heat pump,1.87434
capital,Link,AT0 20,rural ground heat pump,1.86877
capital,Link,AT0 20,rural resistive heater,1789310.40328
capital,Link,AT0 20,rural water tanks charger,0.0
capital,Link,AT0 20,rural water tanks discharger,0.0
capital,Link,AT0 20,urban central air heat pump,1.82563
capital,Link,AT0 20,urban central ptes heat pump,1.839
capital,Link,AT0 20,urban central resistive heater,862186.8293
capital,Link,AT0 20,urban central water pits charger,0.0
capital,Link,AT0 20,urban central water pits discharger,0.0
capital,Link,AT0 20,urban central water tanks charger,0.0
capital,Link,AT0 20,urban central water tanks discharger,0.0
capital,Link,AT0 20,urban decentral air heat pump,1.87071
capital,Link,AT0 20,urban decentral resistive heater,496781.65474
capital,Link,AT0 20,urban decentral water tanks charger,0.0
capital,Link,AT0 20,urban decentral water tanks discharger,0.0
capital,Link,AT0 21,BEV charger,0.0
capital,Link,AT0 21,DAC,4.82611
capital,Link,AT0 21,Fischer-Tropsch,1.64839
capital,Link,AT0 21,H2 Electrolysis,2399.80964
capital,Link,AT0 21,H2 Fuel Cell,0.89685
capital,Link,AT0 21,H2 pipeline,0.0
capital,Link,AT0 21,Sabatier,0.99915
capital,Link,AT0 21,V2G,0.0
capital,Link,AT0 21,battery charger,3.41243
capital,Link,AT0 21,battery discharger,0.0
capital,Link,AT0 21,electricity distribution grid,4.08833
capital,Link,AT0 21,home battery charger,3.46157
capital,Link,AT0 21,home battery discharger,0.0
capital,Link,AT0 21,methanolisation,614.78043
capital,Link,AT0 21,rural air heat pump,1.86993
capital,Link,AT0 21,rural ground heat pump,1.86514
capital,Link,AT0 21,rural resistive heater,1314905.15308
capital,Link,AT0 21,rural water tanks charger,0.0
capital,Link,AT0 21,rural water tanks discharger,0.0
capital,Link,AT0 21,urban central air heat pump,1.82449
capital,Link,AT0 21,urban central ptes heat pump,1.84167
capital,Link,AT0 21,urban central resistive heater,3001463.13512
capital,Link,AT0 21,urban central water pits charger,0.0
capital,Link,AT0 21,urban central water pits discharger,0.0
capital,Link,AT0 21,urban central water tanks charger,0.0
capital,Link,AT0 21,urban central water tanks discharger,0.0
capital,Link,AT0 21,urban decentral air heat pump,1.86543
capital,Link,AT0 21,urban decentral resistive heater,693768.87626
capital,Link,AT0 21,urban decentral water tanks charger,0.0
capital,Link,AT0 21,urban decentral water tanks discharger,0.0
capital,Link,AT0 22,BEV charger,0.0
capital,Link,AT0 22,DAC,2.42943
capital,Link,AT0 22,Fischer-Tropsch,1.81271
capital,Link,AT0 22,H2 Electrolysis,103.39004
capital,Link,AT0 22,H2 Fuel Cell,0.89941
capital,Link,AT0 22,H2 pipeline,0.0
capital,Link,AT0 22,Sabatier,0.99431
capital,Link,AT0 22,V2G,0.0
capital,Link,AT0 22,battery charger,3.41429
capital,Link,AT0 22,battery discharger,0.0
capital,Link,AT0 22,electricity distribution grid,4.26926
capital,Link,AT0 22,home battery charger,3.47706
capital,Link,AT0 22,home battery discharger,0.0
capital,Link,AT0 22,methanolisation,64.01368
capital,Link,AT0 22,rural air heat pump,1.864
capital,Link,AT0 22,rural ground heat pump,1.84951
capital,Link,AT0 22,rural resistive heater,4697381.72735
capital,Link,AT0 22,rural water tanks charger,0.0
capital,Link,AT0 22,rural water tanks discharger,0.0
capital,Link,AT0 22,urban decentral air heat pump,1.85593
capital,Link,AT0 22,urban decentral resistive heater,43311.08896
capital,Link,AT0 22,urban decentral water tanks charger,0.0
capital,Link,AT0 22,urban decentral water tanks discharger,0.0
capital,Link,AT0 23,BEV charger,0.0
capital,Link,AT0 23,DAC,4.44806
capital,Link,AT0 23,Fischer-Tropsch,1.68056
capital,Link,AT0 23,H2 Electrolysis,151.04416
capital,Link,AT0 23,H2 Fuel Cell,0.90911
capital,Link,AT0 23,H2 pipeline,4.25682
capital,Link,AT0 23,Sabatier,1.00474
capital,Link,AT0 23,V2G,0.0
capital,Link,AT0 23,battery charger,3.38641
capital,Link,AT0 23,battery discharger,0.0
capital,Link,AT0 23,electricity distribution grid,93627833.28409
capital,Link,AT0 23,home battery charger,3.35512
capital,Link,AT0 23,home battery discharger,0.0
capital,Link,AT0 23,methanolisation,87554.06822
capital,Link,AT0 23,rural air heat pump,2.18838
capital,Link,AT0 23,rural ground heat pump,2.47332
capital,Link,AT0 23,rural resistive heater,4456463.09495
capital,Link,AT0 23,rural water tanks charger,0.0
capital,Link,AT0 23,rural water tanks discharger,0.0
capital,Link,AT0 23,urban central air heat pump,2.36662
capital,Link,AT0 23,urban central ptes heat pump,1.71775
capital,Link,AT0 23,urban central resistive heater,8420824.35586
capital,Link,AT0 23,urban central water pits charger,0.0
capital,Link,AT0 23,urban central water pits discharger,0.0
capital,Link,AT0 23,urban central water tanks charger,0.0
capital,Link,AT0 23,urban central water tanks discharger,0.0
capital,Link,AT0 23,urban decentral air heat pump,2.2232
capital,Link,AT0 23,urban decentral resistive heater,13875785.69764
capital,Link,AT0 23,urban decentral water tanks charger,0.0
capital,Link,AT0 23,urban decentral water tanks discharger,0.0
capital,Link,AT0 24,BEV charger,0.0
capital,Link,AT0 24,DAC,4.5162
capital,Link,AT0 24,Fischer-Tropsch,1.66005
capital,Link,AT0 24,H2 Electrolysis,150291203.54241
capital,Link,AT0 24,H2 Fuel Cell,0.90275
capital,Link,AT0 24,H2 pipeline,735056.42033
capital,Link,AT0 24,Sabatier,1.00032
capital,Link,AT0 24,V2G,0.0
capital,Link,AT0 24,battery charger,3.4033
capital,Link,AT0 24,battery discharger,0.0
capital,Link,AT0 24,electricity distribution grid,8.31187
capital,Link,AT0 24,home battery charger,3.36514
capital,Link,AT0 24,home battery discharger,0.0
capital,Link,AT0 24,methanolisation,25.77333
capital,Link,AT0 24,rural air heat pump,2.11579
capital,Link,AT0 24,rural ground heat pump,2.19994
capital,Link,AT0 24,rural resistive heater,477576.2431
capital,Link,AT0 24,rural water tanks charger,0.0
capital,Link,AT0 24,rural water tanks discharger,0.0
capital,Link,AT0 24,urban central air heat pump,2.42106
capital,Link,AT0 24,urban central ptes heat pump,1.70326
capital,Link,AT0 24,urban central resistive heater,1458846.14637
capital,Link,AT0 24,urban central water pits charger,0.0
capital,Link,AT0 24,urban central water pits discharger,0.0
capital,Link,AT0 24,urban central water tanks charger,0.0
capital,Link,AT0 24,urban central water tanks discharger,0.0
capital,Link,AT0 24,urban decentral air heat pump,2.10655
capital,Link,AT0 24,urban decentral resistive heater,2151510.77886
capital,Link,AT0 24,urban decentral water tanks charger,0.0
capital,Link,AT0 24,urban decentral water tanks discharger,0.0
capital,Link,AT0 3,BEV charger,0.0
capital,Link,AT0 3,DAC,4.82882
capital,Link,AT0 3,Fischer-Tropsch,1.64735
capital,Link,AT0 3,H2 Electrolysis,33.15346
capital,Link,AT0 3,H2 Fuel Cell,0.90698
capital,Link,AT0 3,H2 pipeline,3.46894
capital,Link,AT0 3,Sabatier,0.9975
capital,Link,AT0 3,V2G,0.0
capital,Link,AT0 3,battery charger,3.40747
capital,Link,AT0 3,battery discharger,0.0
capital,Link,AT0 3,electricity distribution grid,4.11746
capital,Link,AT0 3,home battery charger,3.47561
capital,Link,AT0 3,home battery discharger,0.0
capital,Link,AT0 3,methanolisation,20.45373
capital,Link,AT0 3,rural air heat pump,1.87991
capital,Link,AT0 3,rural ground heat pump,1.87029
capital,Link,AT0 3,rural resistive heater,549190.22573
capital,Link,AT0 3,rural water tanks charger,0.0
capital,Link,AT0 3,rural water tanks discharger,0.0
capital,Link,AT0 3,urban central air heat pump,1.83504
capital,Link,AT0 3,urban central ptes heat pump,1.84587
capital,Link,AT0 3,urban central resistive heater,4843244.42973
capital,Link,AT0 3,urban central water pits charger,0.0
capital,Link,AT0 3,urban central water pits discharger,0.0
capital,Link,AT0 3,urban central water tanks charger,0.0
capital,Link,AT0 3,urban central water tanks discharger,0.0
capital,Link,AT0 3,urban decentral air heat pump,1.87628
capital,Link,AT0 3,urban decentral resistive heater,2036465.32234
capital,Link,AT0 3,urban decentral water tanks charger,0.0
capital,Link,AT0 3,urban decentral water tanks discharger,0.0
capital,Link,AT0 4,BEV charger,0.0
capital,Link,AT0 4,DAC,4.72198
capital,Link,AT0 4,Fischer-Tropsch,1.6261
capital,Link,AT0 4,H2 Electrolysis,65435586.75577
capital,Link,AT0 4,H2 Fuel Cell,0.90382
capital,Link,AT0 4,H2 pipeline,5.84638
capital,Link,AT0 4,Sabatier,0.9937
capital,Link,AT0 4,V2G,0.0
capital,Link,AT0 4,battery charger,3.39387
capital,Link,AT0 4,battery discharger,0.0
capital,Link,AT0 4,electricity distribution grid,11675908.47989
capital,Link,AT0 4,home battery charger,3.4054
capital,Link,AT0 4,home battery discharger,0.0
capital,Link,AT0 4,methanolisation,9.35239
capital,Link,AT0 4,rural air heat pump,2.19604
capital,Link,AT0 4,rural ground heat pump,2.44442
capital,Link,AT0 4,rural resistive heater,3771288.89441
capital,Link,AT0 4,rural water tanks charger,0.0
capital,Link,AT0 4,rural water tanks discharger,0.0
capital,Link,AT0 4,urban central air heat pump,1.95202
capital,Link,AT0 4,urban central ptes heat pump,1.76463
capital,Link,AT0 4,urban central resistive heater,1640806.18798
capital,Link,AT0 4,urban central water pits charger,0.0
capital,Link,AT0 4,urban central water pits discharger,0.0
capital,Link,AT0 4,urban central water tanks charger,0.0
capital,Link,AT0 4,urban central water tanks discharger,0.0
capital,Link,AT0 4,urban decentral air heat pump,2.18559
capital,Link,AT0 4,urban decentral resistive heater,2004598.58315
capital,Link,AT0 4,urban decentral water tanks charger,0.0
capital,Link,AT0 4,urban decentral water tanks discharger,0.0
capital,Link,AT0 5,BEV charger,0.0
capital,Link,AT0 5,DAC,4.70094
capital,Link,AT0 5,Fischer-Tropsch,1.64285
capital,Link,AT0 5,H2 Electrolysis,2617.18651
capital,Link,AT0 5,H2 Fuel Cell,0.9066
capital,Link,AT0 5,H2 pipeline,0.0
capital,Link,AT0 5,Sabatier,0.99862
capital,Link,AT0 5,V2G,0.0
capital,Link,AT0 5,battery charger,3.39991
capital,Link,AT0 5,battery discharger,0.0
capital,Link,AT0 5,electricity distribution grid,4.21033
capital,Link,AT0 5,home battery charger,3.45688
capital,Link,AT0 5,home battery discharger,0.0
capital,Link,AT0 5,methanolisation,669.73585
capital,Link,AT0 5,rural air heat pump,1.86973
capital,Link,AT0 5,rural ground heat pump,1.86095
capital,Link,AT0 5,rural resistive heater,2452347.71049
capital,Link,AT0 5,rural water tanks charger,0.0
capital,Link,AT0 5,rural water tanks discharger,0.0
capital,Link,AT0 5,urban central air heat pump,1.83311
capital,Link,AT0 5,urban central ptes heat pump,1.85301
capital,Link,AT0 5,urban central resistive heater,12679088.53649
capital,Link,AT0 5,urban central water pits charger,0.0
capital,Link,AT0 5,urban central water pits discharger,0.0
capital,Link,AT0 5,urban central water tanks charger,0.0
capital,Link,AT0 5,urban central water tanks discharger,0.0
capital,Link,AT0 5,urban decentral air heat pump,1.86414
capital,Link,AT0 5,urban decentral resistive heater,1117419.79685
capital,Link,AT0 5,urban decentral water tanks charger,0.0
capital,Link,AT0 5,urban decentral water tanks discharger,0.0
capital,Link,AT0 6,BEV charger,0.0
capital,Link,AT0 6,DAC,2.42069
capital,Link,AT0 6,Fischer-Tropsch,1.80556
capital,Link,AT0 6,H2 Electrolysis,165.74859
capital,Link,AT0 6,H2 Fuel Cell,0.89048
capital,Link,AT0 6,H2 pipeline,0.0
capital,Link,AT0 6,Sabatier,0.99359
capital,Link,AT0 6,V2G,0.0
capital,Link,AT0 6,battery charger,3.41108
capital,Link,AT0 6,battery discharger,0.0
capital,Link,AT0 6,electricity distribution grid,4.35954
capital,Link,AT0 6,home battery charger,3.48356
capital,Link,AT0 6,home battery discharger,0.0
capital,Link,AT0 6,methanolisation,54.07615
capital,Link,AT0 6,rural air heat pump,1.86628
capital,Link,AT0 6,rural ground heat pump,1.85136
capital,Link,AT0 6,rural resistive heater,11330811.77941
capital,Link,AT0 6,rural water tanks charger,0.0
capital,Link,AT0 6,rural water tanks discharger,0.0
capital,Link,AT0 6,urban decentral air heat pump,1.85795
capital,Link,AT0 6,urban decentral resistive heater,38371.33175
capital,Link,AT0 6,urban decentral water tanks charger,0.0
capital,Link,AT0 6,urban decentral water tanks discharger,0.0
capital,Link,AT0 7,BEV charger,0.0
capital,Link,AT0 7,DAC,2.41395
capital,Link,AT0 7,Fischer-Tropsch,1.81419
capital,Link,AT0 7,H2 Electrolysis,2656.80981
capital,Link,AT0 7,H2 Fuel Cell,0.88964
capital,Link,AT0 7,H2 pipeline,0.0
capital,Link,AT0 7,Sabatier,0.99501
capital,Link,AT0 7,V2G,0.0
capital,Link,AT0 7,battery charger,3.40969
capital,Link,AT0 7,battery discharger,0.0
capital,Link,AT0 7,electricity distribution grid,4.17249
capital,Link,AT0 7,home battery charger,3.47381
capital,Link,AT0 7,home battery discharger,0.0
capital,Link,AT0 7,methanolisation,617.87568
capital,Link,AT0 7,rural air heat pump,1.86075
capital,Link,AT0 7,rural ground heat pump,1.84635
capital,Link,AT0 7,rural resistive heater,2261798.29748
capital,Link,AT0 7,rural water tanks charger,0.0
capital,Link,AT0 7,rural water tanks discharger,0.0
capital,Link,AT0 7,urban decentral air heat pump,1.85537
capital,Link,AT0 7,urban decentral resistive heater,4767434.16672
capital,Link,AT0 7,urban decentral water tanks charger,0.0
capital,Link,AT0 7,urban decentral water tanks discharger,0.0
capital,Link,AT0 8,BEV charger,0.0
capital,Link,AT0 8,DAC,4.77286
capital,Link,AT0 8,Fischer-Tropsch,1.64746
capital,Link,AT0 8,H2 Electrolysis,45.70783
capital,Link,AT0 8,H2 Fuel Cell,0.91481
capital,Link,AT0 8,H2 pipeline,0.0
capital,Link,AT0 8,Sabatier,0.99726
capital,Link,AT0 8,V2G,0.0
capital,Link,AT0 8,battery charger,3.39817
capital,Link,AT0 8,battery discharger,0.0
capital,Link,AT0 8,electricity distribution grid,4.23395
capital,Link,AT0 8,home battery charger,3.4693
capital,Link,AT0 8,home battery discharger,0.0
capital,Link,AT0 8,methanolisation,21.12018
capital,Link,AT0 8,rural air heat pump,1.87898
capital,Link,AT0 8,rural ground heat pump,1.87038
capital,Link,AT0 8,rural resistive heater,3985923.21661
capital,Link,AT0 8,rural water tanks charger,0.0
capital,Link,AT0 8,rural water tanks discharger,0.0
capital,Link,AT0 8,urban central air heat pump,1.84295
capital,Link,AT0 8,urban central ptes heat pump,1.84996
capital,Link,AT0 8,urban central resistive heater,4498770.30628
capital,Link,AT0 8,urban central water pits charger,0.0
capital,Link,AT0 8,urban central water pits discharger,0.0
capital,Link,AT0 8,urban central water tanks charger,0.0
capital,Link,AT0 8,urban central water tanks discharger,0.0
capital,Link,AT0 8,urban decentral air heat pump,1.87334
capital,Link,AT0 8,urban decentral resistive heater,3513659.97403
capital,Link,AT0 8,urban decentral water tanks charger,0.0
capital,Link,AT0 8,urban decentral water tanks discharger,0.0
capital,Link,AT0 9,BEV charger,0.0
capital,Link,AT0 9,DAC,4.81505
capital,Link,AT0 9,Fischer-Tropsch,1.6489
capital,Link,AT0 9,H2 Electrolysis,122.41891
capital,Link,AT0 9,H2 Fuel Cell,0.90435
capital,Link,AT0 9,H2 pipeline,0.0
capital,Link,AT0 9,Sabatier,0.99864
capital,Link,AT0 9,V2G,0.0
capital,Link,AT0 9,battery charger,3.40311
capital,Link,AT0 9,battery discharger,0.0
capital,Link,AT0 9,electricity distribution grid,3.76664
capital,Link,AT0 9,home battery charger,3.43505
capital,Link,AT0 9,home battery discharger,0.0
capital,Link,AT0 9,methanolisation,39.57366
capital,Link,AT0 9,rural air heat pump,1.91649
capital,Link,AT0 9,rural ground heat pump,1.93126
capital,Link,AT0 9,rural resistive heater,3061908.85157
capital,Link,AT0 9,rural water tanks charger,0.0
capital,Link,AT0 9,rural water tanks discharger,0.0
capital,Link,AT0 9,urban central air heat pump,1.92459
capital,Link,AT0 9,urban central ptes heat pump,1.79979
capital,Link,AT0 9,urban central resistive heater,1095110.8109
capital,Link,AT0 9,urban central water pits charger,0.0
capital,Link,AT0 9,urban central water pits discharger,0.0
capital,Link,AT0 9,urban central water tanks charger,0.0
capital,Link,AT0 9,urban central water tanks discharger,0.0
capital,Link,AT0 9,urban decentral air heat pump,1.91268
capital,Link,AT0 9,urban decentral resistive heater,1292871.98213
capital,Link,AT0 9,urban decentral water tanks charger,0.0
capital,Link,AT0 9,urban decentral water tanks discharger,0.0
capital,Link,EU,HVC to air,0.0
capital,Link,EU,OCGT,16.33025
capital,Link,EU,SMR,52.67228
capital,Link,EU,SMR CC,102.73209
capital,Link,EU,agriculture machinery oil,0.0
capital,Link,EU,biogas to gas,2.0228
capital,Link,EU,co2 sequestered,0.0
capital,Link,EU,gas for industry,0.0
capital,Link,EU,gas for industry CC,3.86728
capital,Link,EU,industry methanol,0.0
capital,Link,EU,kerosene for aviation,0.0
capital,Link,EU,naphtha for industry,0.0
capital,Link,EU,oil refining,0.0
capital,Link,EU,process emissions,0.0
capital,Link,EU,process emissions CC,5457659.4862
capital,Link,EU,rural biomass boiler,26.28002
capital,Link,EU,rural gas boiler,26.86059
capital,Link,EU,shipping methanol,0.0
capital,Link,EU,solid biomass for industry,0.0
capital,Link,EU,solid biomass for industry CC,10.97893
capital,Link,EU,urban central gas CHP,12.61486
capital,Link,EU,urban central gas CHP CC,18.91674
capital,Link,EU,urban central gas boiler,5822145.63158
capital,Link,EU,urban central solid biomass CHP,18.58667
capital,Link,EU,urban central solid biomass CHP CC,27.55356
capital,Link,EU,urban decentral biomass boiler,26.21813
capital,Link,EU,urban decentral gas boiler,27.11745
capital,StorageUnit,AT0 0,hydro,68146628.00276
capital,StorageUnit,AT0 1,PHS,87512693.8695
capital,StorageUnit,AT0 1,hydro,179775554.83838
capital,StorageUnit,AT0 11,PHS,107974952.14378
capital,StorageUnit,AT0 11,hydro,134685507.14111
capital,StorageUnit,AT0 12,hydro,913493.67296
capital,StorageUnit,AT0 13,hydro,15894789.90949
capital,StorageUnit,AT0 15,PHS,9134936.72959
capital,StorageUnit,AT0 15,hydro,10231129.13714
capital,StorageUnit,AT0 16,PHS,40376420.3448
capital,StorageUnit,AT0 16,hydro,78012359.67072
capital,StorageUnit,AT0 18,PHS,259158155.01854
capital,StorageUnit,AT0 18,hydro,69352439.65107
capital,StorageUnit,AT0 19,hydro,39097529.20266
capital,StorageUnit,AT0 21,hydro,1096192.40755
capital,StorageUnit,AT0 22,hydro,11235972.1774
capital,StorageUnit,AT0 24,hydro,2192384.8151
capital,StorageUnit,AT0 3,hydro,20319753.26131
capital,StorageUnit,AT0 5,PHS,190189382.71012
capital,StorageUnit,AT0 5,hydro,72348698.89837
capital,StorageUnit,AT0 6,hydro,36357048.18378
capital,StorageUnit,AT0 7,PHS,274559658.34463
capital,StorageUnit,AT0 7,hydro,55650034.55668
capital,Store,AT0 0,EV battery,0.0
capital,Store,AT0 0,H2 Store,1.10892
capital,Store,AT0 0,battery,1.1637
capital,Store,AT0 0,home battery,1.17763
capital,Store,AT0 0,rural water tanks,3.44434
capital,Store,AT0 0,urban central water pits,3151553.21195
capital,Store,AT0 0,urban central water tanks,6.03434
capital,Store,AT0 0,urban decentral water tanks,3.45379
capital,Store,AT0 1,EV battery,0.0
capital,Store,AT0 1,H2 Store,1.10898
capital,Store,AT0 1,battery,1.13674
capital,Store,AT0 1,home battery,1.14916
capital,Store,AT0 1,rural water tanks,3.35487
capital,Store,AT0 1,urban central water pits,3.09119
capital,Store,AT0 1,urban central water tanks,3.13896
capital,Store,AT0 1,urban decentral water tanks,3.3608
capital,Store,AT0 10,EV battery,0.0
capital,Store,AT0 10,H2 Store,1.10894
capital,Store,AT0 10,battery,1.14573
capital,Store,AT0 10,home battery,1.15423
capital,Store,AT0 10,rural water tanks,3.42309
capital,Store,AT0 10,urban central water pits,2236099.06722
capital,Store,AT0 10,urban central water tanks,5.02101
capital,Store,AT0 10,urban decentral water tanks,3.42043
capital,Store,AT0 11,EV battery,0.0
capital,Store,AT0 11,H2 Store,1.10896
capital,Store,AT0 11,battery,1.1319
capital,Store,AT0 11,home battery,1.14585
capital,Store,AT0 11,rural water tanks,3.3492
capital,Store,AT0 11,urban central water pits,3.09994
capital,Store,AT0 11,urban central water tanks,3.1457
capital,Store,AT0 11,urban decentral water tanks,3.3661
capital,Store,AT0 12,EV battery,0.0
capital,Store,AT0 12,H2 Store,1.1089
capital,Store,AT0 12,battery,1.19031
capital,Store,AT0 12,home battery,1.17698
capital,Store,AT0 12,rural water tanks,3.3848
capital,Store,AT0 12,urban central water pits,3.04993
capital,Store,AT0 12,urban central water tanks,3.13758
capital,Store,AT0 12,urban decentral water tanks,3.3988
capital,Store,AT0 13,EV battery,0.0
capital,Store,AT0 13,H2 Store,1.10897
capital,Store,AT0 13,battery,1.14942
capital,Store,AT0 13,home battery,1.15009
capital,Store,AT0 13,rural water tanks,3.35667
capital,Store,AT0 13,urban central water pits,3.09331
capital,Store,AT0 13,urban central water tanks,3.144
capital,Store,AT0 13,urban decentral water tanks,3.3777
capital,Store,AT0 14,EV battery,0.0
capital,Store,AT0 14,H2 Store,1.10267
capital,Store,AT0 14,battery,1.14724
capital,Store,AT0 14,home battery,1.15163
capital,Store,AT0 14,rural water tanks,3.36563
capital,Store,AT0 14,urban decentral water tanks,3.3987
capital,Store,AT0 15,EV battery,0.0
capital,Store,AT0 15,H2 Store,1.10265
capital,Store,AT0 15,battery,1.14069
capital,Store,AT0 15,home battery,1.14851
capital,Store,AT0 15,rural water tanks,3.34323
capital,Store,AT0 15,urban decentral water tanks,3.35383
capital,Store,AT0 16,EV battery,0.0
capital,Store,AT0 16,H2 Store,1.10262
capital,Store,AT0 16,battery,1.14745
capital,Store,AT0 16,home battery,1.15324
capital,Store,AT0 16,rural water tanks,3.32495
capital,Store,AT0 16,urban decentral water tanks,3.3314
capital,Store,AT0 17,EV battery,0.0
capital,Store,AT0 17,H2 Store,1.10265
capital,Store,AT0 17,battery,1.175
capital,Store,AT0 17,home battery,1.16773
capital,Store,AT0 17,rural water tanks,3.3529
capital,Store,AT0 17,urban decentral water tanks,3.3761
capital,Store,AT0 18,EV battery,0.0
capital,Store,AT0 18,H2 Store,1.10893
capital,Store,AT0 18,battery,1.13095
capital,Store,AT0 18,home battery,1.14433
capital,Store,AT0 18,rural water tanks,3.36329
capital,Store,AT0 18,urban central water pits,3.09527
capital,Store,AT0 18,urban central water tanks,3.14321
capital,Store,AT0 18,urban decentral water tanks,3.37079
capital,Store,AT0 19,EV battery,0.0
capital,Store,AT0 19,H2 Store,1.10891
capital,Store,AT0 19,battery,1.15353
capital,Store,AT0 19,home battery,1.15702
capital,Store,AT0 19,rural water tanks,3.43405
capital,Store,AT0 19,urban central water pits,558.20418
