Generator,rural heat vent,AT0 0,rural heat,-2504360.09694
Generator,rural heat vent,AT0 1,rural heat,-893482.3298
Generator,rural heat vent,AT0 10,rural heat,-349010.82315
Generator,rural heat vent,AT0 11,rural heat,-1801261.98597
Generator,rural heat vent,AT0 12,rural heat,-234983.37067
Generator,rural heat vent,AT0 13,rural heat,-1411322.66259
Generator,rural heat vent,AT0 14,rural heat,-3146498.40318
Generator,rural heat vent,AT0 15,rural heat,-1097933.8326
Generator,rural heat vent,AT0 16,rural heat,-7052768.23486
Generator,rural heat vent,AT0 17,rural heat,-6691255.66382
Generator,rural heat vent,AT0 18,rural heat,-1091761.60265
Generator,rural heat vent,AT0 19,rural heat,-569530.06649
Generator,rural heat vent,AT0 2,rural heat,-551653.08264
Generator,rural heat vent,AT0 20,rural heat,-943597.79754
Generator,rural heat vent,AT0 21,rural heat,-596677.96799
Generator,rural heat vent,AT0 22,rural heat,-2766104.73193
Generator,rural heat vent,AT0 23,rural heat,-24.70529
Generator,rural heat vent,AT0 24,rural heat,-94636.11786
Generator,rural heat vent,AT0 3,rural heat,-221597.70872
Generator,rural heat vent,AT0 4,rural heat,-25833.33057
Generator,rural heat vent,AT0 5,rural heat,-1164154.35046
Generator,rural heat vent,AT0 6,rural heat,-6916256.60244
Generator,rural heat vent,AT0 7,rural heat,-606876.92188
Generator,rural heat vent,AT0 8,rural heat,-2078420.58609
Generator,rural heat vent,AT0 9,rural heat,-1657160.23879
Generator,rural solar thermal,AT0 0,rural heat,0.00433
Generator,rural solar thermal,AT0 1,rural heat,0.00493
Generator,rural solar thermal,AT0 10,rural heat,0.00416
Generator,rural solar thermal,AT0 11,rural heat,0.00437
Generator,rural solar thermal,AT0 12,rural heat,0.00453
Generator,rural solar thermal,AT0 13,rural heat,0.00427
Generator,rural solar thermal,AT0 14,rural heat,0.00373
Generator,rural solar thermal,AT0 15,rural heat,0.00422
Generator,rural solar thermal,AT0 16,rural heat,0.00465
Generator,rural solar thermal,AT0 17,rural heat,0.00434
Generator,rural solar thermal,AT0 18,rural heat,0.00431
Generator,rural solar thermal,AT0 19,rural heat,0.00427
Generator,rural solar thermal,AT0 2,rural heat,0.00457
Generator,rural solar thermal,AT0 20,rural heat,0.00395
Generator,rural solar thermal,AT0 21,rural heat,0.00463
Generator,rural solar thermal,AT0 22,rural heat,0.00401
Generator,rural solar thermal,AT0 23,rural heat,0.00406
Generator,rural solar thermal,AT0 24,rural heat,0.00395
Generator,rural solar thermal,AT0 3,rural heat,0.00396
Generator,rural solar thermal,AT0 4,rural heat,0.00398
Generator,rural solar thermal,AT0 5,rural heat,0.00439
Generator,rural solar thermal,AT0 6,rural heat,0.0045
Generator,rural solar thermal,AT0 7,rural heat,0.00421
Generator,rural solar thermal,AT0 8,rural heat,0.00389
Generator,rural solar thermal,AT0 9,rural heat,0.00445
Generator,solar,AT0 0,AC,25531.74156
Generator,solar,AT0 1,AC,81.46513
Generator,solar,AT0 10,AC,18826.30004
Generator,solar,AT0 11,AC,82.744
Generator,solar,AT0 12,AC,7713.5316
Generator,solar,AT0 13,AC,14170.33047
Generator,solar,AT0 14,AC,14385.14619
Generator,solar,AT0 15,AC,9664.9057
Generator,solar,AT0 16,AC,34130.33206
Generator,solar,AT0 17,AC,15763.40231
Generator,solar,AT0 18,AC,18797.4861
Generator,solar,AT0 19,AC,16260.47292
Generator,solar,AT0 2,AC,35313.15726
Generator,solar,AT0 20,AC,9656.30538
Generator,solar,AT0 21,AC,96.05522
Generator,solar,AT0 22,AC,12716.30821
Generator,solar,AT0 23,AC,29127.89329
Generator,solar,AT0 24,AC,10798.84139
Generator,solar,AT0 3,AC,10454.35682
Generator,solar,AT0 4,AC,19036.86738
Generator,solar,AT0 5,AC,100.39778
Generator,solar,AT0 6,AC,17948.92594
Generator,solar,AT0 7,AC,90.24299
Generator,solar,AT0 8,AC,28873.95009
Generator,solar,AT0 9,AC,11662.91217
Generator,solar rooftop,AT0 0,low voltage,0.02859
Generator,solar rooftop,AT0 1,low voltage,0.02332
Generator,solar rooftop,AT0 10,low voltage,0.02682
Generator,solar rooftop,AT0 11,low voltage,0.02453
Generator,solar rooftop,AT0 12,low voltage,0.02726
Generator,solar rooftop,AT0 13,low voltage,0.02445
Generator,solar rooftop,AT0 14,low voltage,0.02133
Generator,solar rooftop,AT0 15,low voltage,0.0157
Generator,solar rooftop,AT0 16,low voltage,0.01995
Generator,solar rooftop,AT0 17,low voltage,0.02034
Generator,solar rooftop,AT0 18,low voltage,0.02354
Generator,solar rooftop,AT0 19,low voltage,0.02691
Generator,solar rooftop,AT0 2,low voltage,0.0254
Generator,solar rooftop,AT0 20,low voltage,0.01566
Generator,solar rooftop,AT0 21,low voltage,0.02314
Generator,solar rooftop,AT0 22,low voltage,0.01739
Generator,solar rooftop,AT0 23,low voltage,0.02965
Generator,solar rooftop,AT0 24,low voltage,0.02267
Generator,solar rooftop,AT0 3,low voltage,0.02265
Generator,solar rooftop,AT0 4,low voltage,0.02599
Generator,solar rooftop,AT0 5,low voltage,0.0267
Generator,solar rooftop,AT0 6,low voltage,0.02247
Generator,solar rooftop,AT0 7,low voltage,0.01807
Generator,solar rooftop,AT0 8,low voltage,0.02577
Generator,solar rooftop,AT0 9,low voltage,0.02405
Generator,solar-hsat,AT0 0,AC,0.02709
Generator,solar-hsat,AT0 1,AC,0.03266
Generator,solar-hsat,AT0 10,AC,0.02568
Generator,solar-hsat,AT0 11,AC,0.03063
Generator,solar-hsat,AT0 12,AC,0.02732
Generator,solar-hsat,AT0 13,AC,0.02822
Generator,solar-hsat,AT0 14,AC,0.02546
Generator,solar-hsat,AT0 15,AC,0.02875
Generator,solar-hsat,AT0 16,AC,0.03152
Generator,solar-hsat,AT0 17,AC,0.02785
Generator,solar-hsat,AT0 18,AC,0.03003
Generator,solar-hsat,AT0 19,AC,0.02795
Generator,solar-hsat,AT0 2,AC,0.02766
Generator,solar-hsat,AT0 20,AC,0.0262
Generator,solar-hsat,AT0 21,AC,0.03298
Generator,solar-hsat,AT0 22,AC,0.02839
Generator,solar-hsat,AT0 23,AC,0.02603
Generator,solar-hsat,AT0 24,AC,0.02551
Generator,solar-hsat,AT0 3,AC,0.02624
Generator,solar-hsat,AT0 4,AC,0.02643
Generator,solar-hsat,AT0 5,AC,0.03069
Generator,solar-hsat,AT0 6,AC,0.02951
Generator,solar-hsat,AT0 7,AC,0.03034
Generator,solar-hsat,AT0 8,AC,0.02584
Generator,solar-hsat,AT0 9,AC,0.02791
Generator,solid biomass,EU,solid biomass,27990003.02768
Generator,urban central heat vent,AT0 0,urban central heat,-1328254.20218
Generator,urban central heat vent,AT0 1,urban central heat,-11588842.09584
Generator,urban central heat vent,AT0 10,urban central heat,-315438.9641
Generator,urban central heat vent,AT0 11,urban central heat,-3577877.25973
Generator,urban central heat vent,AT0 12,urban central heat,-14362937.31108
Generator,urban central heat vent,AT0 13,urban central heat,-5872711.49501
Generator,urban central heat vent,AT0 18,urban central heat,-4598029.43398
Generator,urban central heat vent,AT0 19,urban central heat,-2261610.67544
Generator,urban central heat vent,AT0 2,urban central heat,-505472.74214
Generator,urban central heat vent,AT0 20,urban central heat,-772000.88508
Generator,urban central heat vent,AT0 21,urban central heat,-3041379.53612
Generator,urban central heat vent,AT0 23,urban central heat,-18.691
Generator,urban central heat vent,AT0 24,urban central heat,-149820.76641
Generator,urban central heat vent,AT0 3,urban central heat,-5035394.98683
Generator,urban central heat vent,AT0 4,urban central heat,-57.50841
Generator,urban central heat vent,AT0 5,urban central heat,-12920210.79571
Generator,urban central heat vent,AT0 8,urban central heat,-3915742.82484
Generator,urban central heat vent,AT0 9,urban central heat,-633285.36859
Generator,urban central solar thermal,AT0 0,urban central heat,0.00615
Generator,urban central solar thermal,AT0 1,urban central heat,0.00717
Generator,urban central solar thermal,AT0 10,urban central heat,0.00622
Generator,urban central solar thermal,AT0 11,urban central heat,0.0064
Generator,urban central solar thermal,AT0 12,urban central heat,0.00661
Generator,urban central solar thermal,AT0 13,urban central heat,0.00626
Generator,urban central solar thermal,AT0 18,urban central heat,0.00621
Generator,urban central solar thermal,AT0 19,urban central heat,0.00631
Generator,urban central solar thermal,AT0 2,urban central heat,0.00667
Generator,urban central solar thermal,AT0 20,urban central heat,0.00572
Generator,urban central solar thermal,AT0 21,urban central heat,0.00681
Generator,urban central solar thermal,AT0 23,urban central heat,0.00606
Generator,urban central solar thermal,AT0 24,urban central heat,0.00587
Generator,urban central solar thermal,AT0 3,urban central heat,0.00575
Generator,urban central solar thermal,AT0 4,urban central heat,0.00574
Generator,urban central solar thermal,AT0 5,urban central heat,0.00617
Generator,urban central solar thermal,AT0 8,urban central heat,0.00562
Generator,urban central solar thermal,AT0 9,urban central heat,0.00654
Generator,urban decentral heat vent,AT0 0,urban decentral heat,-75533.85771
Generator,urban decentral heat vent,AT0 1,urban decentral heat,-24401.67535
Generator,urban decentral heat vent,AT0 10,urban decentral heat,-1544597.91839
Generator,urban decentral heat vent,AT0 11,urban decentral heat,-2142.19013
Generator,urban decentral heat vent,AT0 12,urban decentral heat,-3640944.36107
Generator,urban decentral heat vent,AT0 13,urban decentral heat,-209777.22756
Generator,urban decentral heat vent,AT0 14,urban decentral heat,-619038.64979
Generator,urban decentral heat vent,AT0 15,urban decentral heat,-1205193.33206
Generator,urban decentral heat vent,AT0 16,urban decentral heat,-41842.26661
Generator,urban decentral heat vent,AT0 17,urban decentral heat,-3351.43019
Generator,urban decentral heat vent,AT0 18,urban decentral heat,-124079.52878
Generator,urban decentral heat vent,AT0 19,urban decentral heat,-1702379.14206
Generator,urban decentral heat vent,AT0 2,urban decentral heat,-1572463.3497
Generator,urban decentral heat vent,AT0 20,urban decentral heat,-196860.61121
Generator,urban decentral heat vent,AT0 21,urban decentral heat,-338969.17925
Generator,urban decentral heat vent,AT0 22,urban decentral heat,-2983.75356
Generator,urban decentral heat vent,AT0 23,urban decentral heat,-22.34
Generator,urban decentral heat vent,AT0 24,urban decentral heat,-894248.75746
Generator,urban decentral heat vent,AT0 3,urban decentral heat,-848067.64703
Generator,urban decentral heat vent,AT0 4,urban decentral heat,-92.98791
Generator,urban decentral heat vent,AT0 5,urban decentral heat,-564900.94518
Generator,urban decentral heat vent,AT0 6,urban decentral heat,-370.39965
Generator,urban decentral heat vent,AT0 7,urban decentral heat,-3782866.80932
Generator,urban decentral heat vent,AT0 8,urban decentral heat,-1979734.99202
Generator,urban decentral heat vent,AT0 9,urban decentral heat,-704687.1325
Generator,urban decentral solar thermal,AT0 0,urban decentral heat,0.00413
Generator,urban decentral solar thermal,AT0 1,urban decentral heat,0.00473
Generator,urban decentral solar thermal,AT0 10,urban decentral heat,0.00398
Generator,urban decentral solar thermal,AT0 11,urban decentral heat,0.00414
Generator,urban decentral solar thermal,AT0 12,urban decentral heat,0.00431
Generator,urban decentral solar thermal,AT0 13,urban decentral heat,0.00408
Generator,urban decentral solar thermal,AT0 14,urban decentral heat,0.00349
Generator,urban decentral solar thermal,AT0 15,urban decentral heat,0.00401
Generator,urban decentral solar thermal,AT0 16,urban decentral heat,0.00446
Generator,urban decentral solar thermal,AT0 17,urban decentral heat,0.00411
Generator,urban decentral solar thermal,AT0 18,urban decentral heat,0.00411
Generator,urban decentral solar thermal,AT0 19,urban decentral heat,0.00408
Generator,urban decentral solar thermal,AT0 2,urban decentral heat,0.00434
Generator,urban decentral solar thermal,AT0 20,urban decentral heat,0.00372
Generator,urban decentral solar thermal,AT0 21,urban decentral heat,0.00444
Generator,urban decentral solar thermal,AT0 22,urban decentral heat,0.00382
Generator,urban decentral solar thermal,AT0 23,urban decentral heat,0.00386
Generator,urban decentral solar thermal,AT0 24,urban decentral heat,0.00379
Generator,urban decentral solar thermal,AT0 3,urban decentral heat,0.00374
Generator,urban decentral solar thermal,AT0 4,urban decentral heat,0.00377
Generator,urban decentral solar thermal,AT0 5,urban decentral heat,0.00419
Generator,urban decentral solar thermal,AT0 6,urban decentral heat,0.00428
Generator,urban decentral solar thermal,AT0 7,urban decentral heat,0.00401
Generator,urban decentral solar thermal,AT0 8,urban decentral heat,0.00367
Generator,urban decentral solar thermal,AT0 9,urban decentral heat,0.00422
Line,AC,AT0 0,AC,1447150.22893
Line,AC,AT0 1,AC,-4027062.10167
Line,AC,AT0 10,AC,-355788.22859
Line,AC,AT0 11,AC,-1535342.04761
Line,AC,AT0 12,AC,-220798.01276
Line,AC,AT0 13,AC,-283427.52835
Line,AC,AT0 14,AC,-481922.42335
Line,AC,AT0 15,AC,-432243.59332
Line,AC,AT0 16,AC,-986847.89992
Line,AC,AT0 17,AC,-15879.31239
Line,AC,AT0 18,AC,-441755.15858
Line,AC,AT0 19,AC,-605657.14437
Line,AC,AT0 2,AC,-61236.78605
Line,AC,AT0 20,AC,-491882.37007
Line,AC,AT0 21,AC,-3442.06075
Line,AC,AT0 22,AC,-137759.86882
Line,AC,AT0 23,AC,4174529.46232
Line,AC,AT0 24,AC,6424162.3945
Line,AC,AT0 3,AC,-321496.7801
Line,AC,AT0 4,AC,2037969.16525
Line,AC,AT0 5,AC,-412893.53871
Line,AC,AT0 6,AC,-1551733.2289
Line,AC,AT0 7,AC,-1122906.29405
Line,AC,AT0 8,AC,-584161.27889
Line,AC,AT0 9,AC,-11666.17134
Link,BEV charger,AT0 0,EV battery,1643127.32541
Link,BEV charger,AT0 0,low voltage,-1825697.02824
Link,BEV charger,AT0 1,EV battery,593010.96137
Link,BEV charger,AT0 1,low voltage,-658901.06819
Link,BEV charger,AT0 10,EV battery,1069288.28418
Link,BEV charger,AT0 10,low voltage,-1188098.09354
Link,BEV charger,AT0 11,EV battery,1375095.46768
Link,BEV charger,AT0 11,low voltage,-1527883.85297
Link,BEV charger,AT0 12,EV battery,3277927.87057
Link,BEV charger,AT0 12,low voltage,-3642142.07841
Link,BEV charger,AT0 13,EV battery,1562582.85343
Link,BEV charger,AT0 13,low voltage,-1736203.17048
Link,BEV charger,AT0 14,EV battery,2836616.62661
Link,BEV charger,AT0 14,low voltage,-3151796.25179
Link,BEV charger,AT0 15,EV battery,724942.183
Link,BEV charger,AT0 15,low voltage,-805491.31445
Link,BEV charger,AT0 16,EV battery,647897.06608
Link,BEV charger,AT0 16,low voltage,-719885.62898
Link,BEV charger,AT0 17,EV battery,970325.07597
Link,BEV charger,AT0 17,low voltage,-1078138.97329
Link,BEV charger,AT0 18,EV battery,1255614.99844
Link,BEV charger,AT0 18,low voltage,-1395127.77604
Link,BEV charger,AT0 19,EV battery,1556028.46398
Link,BEV charger,AT0 19,low voltage,-1728920.51553
Link,BEV charger,AT0 2,EV battery,732591.24744
Link,BEV charger,AT0 2,low voltage,-813990.27493
Link,BEV charger,AT0 20,EV battery,1103405.70907
Link,BEV charger,AT0 20,low voltage,-1226006.34341
Link,BEV charger,AT0 21,EV battery,1159552.87696
Link,BEV charger,AT0 21,low voltage,-1288392.08552
Link,BEV charger,AT0 22,EV battery,868976.91951
Link,BEV charger,AT0 22,low voltage,-965529.91057
Link,BEV charger,AT0 23,EV battery,3222055.58535
Link,BEV charger,AT0 23,low voltage,-3580061.7615
Link,BEV charger,AT0 24,EV battery,594025.66654
Link,BEV charger,AT0 24,low voltage,-660028.51838
Link,BEV charger,AT0 3,EV battery,1951146.75082
Link,BEV charger,AT0 3,low voltage,-2167940.83424
Link,BEV charger,AT0 4,EV battery,879277.04791
Link,BEV charger,AT0 4,low voltage,-976974.49768
Link,BEV charger,AT0 5,EV battery,1061101.34373
Link,BEV charger,AT0 5,low voltage,-1179001.49304
Link,BEV charger,AT0 6,EV battery,1186132.20668
Link,BEV charger,AT0 6,low voltage,-1317924.67409
Link,BEV charger,AT0 7,EV battery,658208.27245
Link,BEV charger,AT0 7,low voltage,-731342.52495
Link,BEV charger,AT0 8,EV battery,5947103.31019
Link,BEV charger,AT0 8,low voltage,-6607892.56687
Link,BEV charger,AT0 9,EV battery,981158.90003
Link,BEV charger,AT0 9,low voltage,-1090176.55558
Link,DAC,AT0 0,AC,-0.01971
Link,DAC,AT0 0,urban central heat,-0.02491
Link,DAC,AT0 0,urban decentral heat,-0.02525
Link,DAC,AT0 1,AC,-0.01981
Link,DAC,AT0 1,urban central heat,-0.02529
Link,DAC,AT0 1,urban decentral heat,-0.02514
Link,DAC,AT0 10,AC,-0.01811
Link,DAC,AT0 10,urban central heat,-0.02295
Link,DAC,AT0 10,urban decentral heat,-0.02314
Link,DAC,AT0 11,AC,-0.02029
Link,DAC,AT0 11,urban central heat,-0.0259
Link,DAC,AT0 11,urban decentral heat,-0.02576
Link,DAC,AT0 12,AC,-0.01944
Link,DAC,AT0 12,urban central heat,-0.02465
Link,DAC,AT0 12,urban decentral heat,-0.02484
Link,DAC,AT0 13,AC,-0.02042
Link,DAC,AT0 13,urban central heat,-0.026
Link,DAC,AT0 13,urban decentral heat,-0.02597
Link,DAC,AT0 14,AC,-0.01008
Link,DAC,AT0 14,urban decentral heat,-0.02566
Link,DAC,AT0 15,AC,-0.01009
Link,DAC,AT0 15,urban decentral heat,-0.02569
Link,DAC,AT0 16,AC,-0.01015
Link,DAC,AT0 16,urban decentral heat,-0.02583
Link,DAC,AT0 17,AC,-0.01006
Link,DAC,AT0 17,urban decentral heat,-0.02561
Link,DAC,AT0 18,AC,-0.02046
Link,DAC,AT0 18,urban central heat,-0.0261
Link,DAC,AT0 18,urban decentral heat,-0.02599
Link,DAC,AT0 19,AC,-0.02019
Link,DAC,AT0 19,urban central heat,-0.02569
Link,DAC,AT0 19,urban decentral heat,-0.02569
Link,DAC,AT0 2,AC,-0.01939
Link,DAC,AT0 2,urban central heat,-0.02448
Link,DAC,AT0 2,urban decentral heat,-0.02488
Link,DAC,AT0 20,AC,-0.0204
Link,DAC,AT0 20,urban central heat,-0.02587
Link,DAC,AT0 20,urban decentral heat,-0.02605
Link,DAC,AT0 21,AC,-0.0204
Link,DAC,AT0 21,urban central heat,-0.0261
Link,DAC,AT0 21,urban decentral heat,-0.02583
Link,DAC,AT0 22,AC,-0.01026
Link,DAC,AT0 22,urban decentral heat,-0.02612
Link,DAC,AT0 23,AC,-0.0182
Link,DAC,AT0 23,urban central heat,-0.02311
Link,DAC,AT0 23,urban decentral heat,-0.02322
Link,DAC,AT0 24,AC,-0.01857
Link,DAC,AT0 24,urban central heat,-0.02354
Link,DAC,AT0 24,urban decentral heat,-0.02373
Link,DAC,AT0 3,AC,-0.02042
Link,DAC,AT0 3,urban central heat,-0.02597
Link,DAC,AT0 3,urban decentral heat,-0.02602
Link,DAC,AT0 4,AC,-0.01976
Link,DAC,AT0 4,urban central heat,-0.02508
Link,DAC,AT0 4,urban decentral heat,-0.02521
Link,DAC,AT0 5,AC,-0.01969
Link,DAC,AT0 5,urban central heat,-0.02504
Link,DAC,AT0 5,urban decentral heat,-0.02507
Link,DAC,AT0 6,AC,-0.01022
Link,DAC,AT0 6,urban decentral heat,-0.02601
Link,DAC,AT0 7,AC,-0.01018
Link,DAC,AT0 7,urban decentral heat,-0.02593
Link,DAC,AT0 8,AC,-0.02007
Link,DAC,AT0 8,urban central heat,-0.02558
Link,DAC,AT0 8,urban decentral heat,-0.0255
Link,DAC,AT0 9,AC,-0.0203
Link,DAC,AT0 9,urban central heat,-0.02586
Link,DAC,AT0 9,urban decentral heat,-0.02582
Link,DAC,EU,co2,-0.77578
Link,DAC,EU,co2 stored,0.77578
Link,Fischer-Tropsch,AT0 0,H2,-0.14894
Link,Fischer-Tropsch,AT0 0,urban central heat,0.00562
Link,Fischer-Tropsch,AT0 1,H2,-0.14672
Link,Fischer-Tropsch,AT0 1,urban central heat,0.00554
Link,Fischer-Tropsch,AT0 10,H2,-0.14985
Link,Fischer-Tropsch,AT0 10,urban central heat,0.00566
Link,Fischer-Tropsch,AT0 11,H2,-0.14701
Link,Fischer-Tropsch,AT0 11,urban central heat,0.00555
Link,Fischer-Tropsch,AT0 12,H2,-0.14751
Link,Fischer-Tropsch,AT0 12,urban central heat,0.00557
Link,Fischer-Tropsch,AT0 13,H2,-0.14687
Link,Fischer-Tropsch,AT0 13,urban central heat,0.00554
Link,Fischer-Tropsch,AT0 14,H2,-0.16108
Link,Fischer-Tropsch,AT0 15,H2,-0.16344
Link,Fischer-Tropsch,AT0 16,H2,-0.16407
Link,Fischer-Tropsch,AT0 17,H2,-0.16309
Link,Fischer-Tropsch,AT0 18,H2,-0.14754
Link,Fischer-Tropsch,AT0 18,urban central heat,0.00557
Link,Fischer-Tropsch,AT0 19,H2,-0.14712
Link,Fischer-Tropsch,AT0 19,urban central heat,0.00555
Link,Fischer-Tropsch,AT0 2,H2,-0.14875
Link,Fischer-Tropsch,AT0 2,urban central heat,0.00562
Link,Fischer-Tropsch,AT0 20,H2,-0.14691
Link,Fischer-Tropsch,AT0 20,urban central heat,0.00555
Link,Fischer-Tropsch,AT0 21,H2,-0.14702
Link,Fischer-Tropsch,AT0 21,urban central heat,0.00555
Link,Fischer-Tropsch,AT0 22,H2,-0.16416
Link,Fischer-Tropsch,AT0 23,H2,-0.1504
Link,Fischer-Tropsch,AT0 23,urban central heat,0.00568
Link,Fischer-Tropsch,AT0 24,H2,-0.14829
Link,Fischer-Tropsch,AT0 24,urban central heat,0.0056
Link,Fischer-Tropsch,AT0 3,H2,-0.14695
Link,Fischer-Tropsch,AT0 3,urban central heat,0.00555
Link,Fischer-Tropsch,AT0 4,H2,-0.14494
Link,Fischer-Tropsch,AT0 4,urban central heat,0.00547
Link,Fischer-Tropsch,AT0 5,H2,-0.14641
Link,Fischer-Tropsch,AT0 5,urban central heat,0.00553
Link,Fischer-Tropsch,AT0 6,H2,-0.1634
Link,Fischer-Tropsch,AT0 7,H2,-0.1643
Link,Fischer-Tropsch,AT0 8,H2,-0.14696
Link,Fischer-Tropsch,AT0 8,urban central heat,0.00555
Link,Fischer-Tropsch,AT0 9,H2,-0.14709
Link,Fischer-Tropsch,AT0 9,urban central heat,0.00555
Link,Fischer-Tropsch,EU,co2 stored,-0.78036
Link,Fischer-Tropsch,EU,oil,3.03526
Link,H2 Electrolysis,AT0 0,AC,-2099577.52929
Link,H2 Electrolysis,AT0 0,H2,1305307.34996
Link,H2 Electrolysis,AT0 0,urban central heat,114584.44366
Link,H2 Electrolysis,AT0 1,AC,-116.42251
Link,H2 Electrolysis,AT0 1,H2,72.37988
Link,H2 Electrolysis,AT0 1,urban central heat,6.35376
Link,H2 Electrolysis,AT0 10,AC,-14.49893
Link,H2 Electrolysis,AT0 10,H2,9.01398
Link,H2 Electrolysis,AT0 10,urban central heat,0.79128
Link,H2 Electrolysis,AT0 11,AC,-104.74108
Link,H2 Electrolysis,AT0 11,H2,65.11753
Link,H2 Electrolysis,AT0 11,urban central heat,5.71624
Link,H2 Electrolysis,AT0 12,AC,-1.92609
Link,H2 Electrolysis,AT0 12,H2,1.19745
Link,H2 Electrolysis,AT0 12,urban central heat,0.10512
Link,H2 Electrolysis,AT0 13,AC,-151811.70186
Link,H2 Electrolysis,AT0 13,H2,94381.33505
Link,H2 Electrolysis,AT0 13,urban central heat,8285.12363
Link,H2 Electrolysis,AT0 14,AC,-2.86728
Link,H2 Electrolysis,AT0 14,H2,1.78258
Link,H2 Electrolysis,AT0 15,AC,-3.73676
Link,H2 Electrolysis,AT0 15,H2,2.32314
Link,H2 Electrolysis,AT0 16,AC,-47.00524
Link,H2 Electrolysis,AT0 16,H2,29.22316
Link,H2 Electrolysis,AT0 17,AC,-3.20573
Link,H2 Electrolysis,AT0 17,H2,1.993
Link,H2 Electrolysis,AT0 18,AC,-29.96032
Link,H2 Electrolysis,AT0 18,H2,18.62633
Link,H2 Electrolysis,AT0 18,urban central heat,1.63508
Link,H2 Electrolysis,AT0 19,AC,-6.5204
Link,H2 Electrolysis,AT0 19,H2,4.05373
Link,H2 Electrolysis,AT0 19,urban central heat,0.35585
Link,H2 Electrolysis,AT0 2,AC,-2.85498
Link,H2 Electrolysis,AT0 2,H2,1.77494
Link,H2 Electrolysis,AT0 2,urban central heat,0.15581
Link,H2 Electrolysis,AT0 20,AC,-1.59009
Link,H2 Electrolysis,AT0 20,H2,0.98856
Link,H2 Electrolysis,AT0 20,urban central heat,0.08678
Link,H2 Electrolysis,AT0 21,AC,-111.36963
Link,H2 Electrolysis,AT0 21,H2,69.2385
Link,H2 Electrolysis,AT0 21,urban central heat,6.078
Link,H2 Electrolysis,AT0 22,AC,-4.77196
Link,H2 Electrolysis,AT0 22,H2,2.96673
Link,H2 Electrolysis,AT0 23,AC,-6.98427
Link,H2 Electrolysis,AT0 23,H2,4.34212
Link,H2 Electrolysis,AT0 23,urban central heat,0.38117
Link,H2 Electrolysis,AT0 24,AC,-6976369.26228
Link,H2 Electrolysis,AT0 24,H2,4337208.77036
Link,H2 Electrolysis,AT0 24,urban central heat,380735.35249
Link,H2 Electrolysis,AT0 3,AC,-1.51076
Link,H2 Electrolysis,AT0 3,H2,0.93924
Link,H2 Electrolysis,AT0 3,urban central heat,0.08245
Link,H2 Electrolysis,AT0 4,AC,-3037455.30714
Link,H2 Electrolysis,AT0 4,H2,1888385.96445
Link,H2 Electrolysis,AT0 4,urban central heat,165769.12339
Link,H2 Electrolysis,AT0 5,AC,-121.45966
Link,H2 Electrolysis,AT0 5,H2,75.51147
Link,H2 Electrolysis,AT0 5,urban central heat,6.62866
Link,H2 Electrolysis,AT0 6,AC,-7.66658
Link,H2 Electrolysis,AT0 6,H2,4.76631
Link,H2 Electrolysis,AT0 7,AC,-123.29967
Link,H2 Electrolysis,AT0 7,H2,76.6554
Link,H2 Electrolysis,AT0 8,AC,-2.09382
