cost,component,location,carrier,0
capital,Store,AT0 19,urban central water tanks,5.47695
capital,Store,AT0 19,urban decentral water tanks,3.03318
capital,Store,AT0 2,EV battery,0.0
capital,Store,AT0 2,H2 Store,1.01023
capital,Store,AT0 2,battery,1.04187
capital,Store,AT0 2,home battery,1.0518
capital,Store,AT0 2,rural water tanks,3.08949
capital,Store,AT0 2,urban central water pits,3200542.269
capital,Store,AT0 2,urban central water tanks,5.64537
capital,Store,AT0 2,urban decentral water tanks,3.07393
capital,Store,AT0 20,EV battery,0.0
capital,Store,AT0 20,H2 Store,1.01044
capital,Store,AT0 20,battery,1.03247
capital,Store,AT0 20,home battery,1.02898
capital,Store,AT0 20,rural water tanks,3.02126
capital,Store,AT0 20,urban central water pits,2.79258
capital,Store,AT0 20,urban central water tanks,2.84875
capital,Store,AT0 20,urban decentral water tanks,3.00997
capital,Store,AT0 21,EV battery,0.0
capital,Store,AT0 21,H2 Store,1.00998
capital,Store,AT0 21,battery,1.01634
capital,Store,AT0 21,home battery,1.02401
capital,Store,AT0 21,rural water tanks,2.97938
capital,Store,AT0 21,urban central water pits,2.78383
capital,Store,AT0 21,urban central water tanks,2.8442
capital,Store,AT0 21,urban decentral water tanks,2.95901
capital,Store,AT0 22,EV battery,0.0
capital,Store,AT0 22,H2 Store,1.0071
capital,Store,AT0 22,battery,1.02583
capital,Store,AT0 22,home battery,1.02983
capital,Store,AT0 22,rural water tanks,2.98301
capital,Store,AT0 22,urban decentral water tanks,2.95753
capital,Store,AT0 23,EV battery,0.0
capital,Store,AT0 23,H2 Store,1.01024
capital,Store,AT0 23,battery,1.03791
capital,Store,AT0 23,home battery,1.07287
capital,Store,AT0 23,rural water tanks,3.1053
capital,Store,AT0 23,urban central water pits,13604991.41462
capital,Store,AT0 23,urban central water tanks,4.96939
capital,Store,AT0 23,urban decentral water tanks,3.09813
capital,Store,AT0 24,EV battery,0.0
capital,Store,AT0 24,H2 Store,1.01059
capital,Store,AT0 24,battery,1.03207
capital,Store,AT0 24,home battery,1.03326
capital,Store,AT0 24,rural water tanks,3.04981
capital,Store,AT0 24,urban central water pits,1279399.39514
capital,Store,AT0 24,urban central water tanks,4.32942
capital,Store,AT0 24,urban decentral water tanks,3.02642
capital,Store,AT0 3,EV battery,0.0
capital,Store,AT0 3,H2 Store,1.01039
capital,Store,AT0 3,battery,1.031
capital,Store,AT0 3,home battery,1.02925
capital,Store,AT0 3,rural water tanks,2.99896
capital,Store,AT0 3,urban central water pits,2.7854
capital,Store,AT0 3,urban central water tanks,2.84315
capital,Store,AT0 3,urban decentral water tanks,2.98295
capital,Store,AT0 4,EV battery,0.0
capital,Store,AT0 4,H2 Store,1.01127
capital,Store,AT0 4,battery,1.03156
capital,Store,AT0 4,home battery,1.09917
capital,Store,AT0 4,rural water tanks,3.16583
capital,Store,AT0 4,urban central water pits,2486463.54475
capital,Store,AT0 4,urban central water tanks,5.26466
capital,Store,AT0 4,urban decentral water tanks,3.15114
capital,Store,AT0 5,EV battery,0.0
capital,Store,AT0 5,H2 Store,1.0101
capital,Store,AT0 5,battery,1.02336
capital,Store,AT0 5,home battery,1.02942
capital,Store,AT0 5,rural water tanks,3.00607
capital,Store,AT0 5,urban central water pits,2.8027
capital,Store,AT0 5,urban central water tanks,2.85379
capital,Store,AT0 5,urban decentral water tanks,2.98044
capital,Store,AT0 6,EV battery,0.0
capital,Store,AT0 6,H2 Store,1.00489
capital,Store,AT0 6,battery,1.02237
capital,Store,AT0 6,home battery,1.02888
capital,Store,AT0 6,rural water tanks,2.9706
capital,Store,AT0 6,urban decentral water tanks,2.9541
capital,Store,AT0 7,EV battery,0.0
capital,Store,AT0 7,H2 Store,1.0047
capital,Store,AT0 7,battery,1.01717
capital,Store,AT0 7,home battery,1.027
capital,Store,AT0 7,rural water tanks,2.97022
capital,Store,AT0 7,urban decentral water tanks,2.9406
capital,Store,AT0 8,EV battery,0.0
capital,Store,AT0 8,H2 Store,1.01032
capital,Store,AT0 8,battery,1.03868
capital,Store,AT0 8,home battery,1.03303
capital,Store,AT0 8,rural water tanks,3.03416
capital,Store,AT0 8,urban central water pits,2.78611
capital,Store,AT0 8,urban central water tanks,2.84675
capital,Store,AT0 8,urban decentral water tanks,3.01537
capital,Store,AT0 9,EV battery,0.0
capital,Store,AT0 9,H2 Store,1.0102
capital,Store,AT0 9,battery,1.03158
capital,Store,AT0 9,home battery,1.03291
capital,Store,AT0 9,rural water tanks,3.05697
capital,Store,AT0 9,urban central water pits,213411.81707
capital,Store,AT0 9,urban central water tanks,5.64176
capital,Store,AT0 9,urban decentral water tanks,3.03954
capital,Store,EU,co2,0.0
capital,Store,EU,co2 sequestered,69932934.18148
capital,Store,EU,co2 stored,0.94995
capital,Store,EU,gas,0.89831
capital,Store,EU,methanol,0.94085
capital,Store,EU,non-sequestered HVC,0.0
capital,Store,EU,oil,0.89659
marginal,Generator,AT0 0,onwind,181162.74738
marginal,Generator,AT0 0,ror,444.59875
marginal,Generator,AT0 0,rural heat vent,21317.57508
marginal,Generator,AT0 0,rural solar thermal,5e-05
marginal,Generator,AT0 0,solar,689.97766
marginal,Generator,AT0 0,solar rooftop,0.00043
marginal,Generator,AT0 0,solar-hsat,0.00043
marginal,Generator,AT0 0,urban central heat vent,398.98063
marginal,Generator,AT0 0,urban central solar thermal,7e-05
marginal,Generator,AT0 0,urban decentral heat vent,15643.37251
marginal,Generator,AT0 0,urban decentral solar thermal,4e-05
marginal,Generator,AT0 1,onwind,9e-05
marginal,Generator,AT0 1,ror,4230.57067
marginal,Generator,AT0 1,rural heat vent,8788.76916
marginal,Generator,AT0 1,rural solar thermal,5e-05
marginal,Generator,AT0 1,solar,1104.24404
marginal,Generator,AT0 1,solar rooftop,0.00028
marginal,Generator,AT0 1,solar-hsat,0.00082
marginal,Generator,AT0 1,urban central heat vent,118243.48662
marginal,Generator,AT0 1,urban central solar thermal,8e-05
marginal,Generator,AT0 1,urban decentral heat vent,240.31813
marginal,Generator,AT0 1,urban decentral solar thermal,5e-05
marginal,Generator,AT0 10,onwind,13491.04512
marginal,Generator,AT0 10,ror,13364.33588
marginal,Generator,AT0 10,rural heat vent,4957.59239
marginal,Generator,AT0 10,rural solar thermal,4e-05
marginal,Generator,AT0 10,solar,470.52553
marginal,Generator,AT0 10,solar rooftop,0.00037
marginal,Generator,AT0 10,solar-hsat,0.00041
marginal,Generator,AT0 10,urban central heat vent,4141.34398
marginal,Generator,AT0 10,urban central solar thermal,7e-05
marginal,Generator,AT0 10,urban decentral heat vent,13665.2736
marginal,Generator,AT0 10,urban decentral solar thermal,4e-05
marginal,Generator,AT0 11,onwind,0.00021
marginal,Generator,AT0 11,ror,2725.34884
marginal,Generator,AT0 11,rural heat vent,16719.72306
marginal,Generator,AT0 11,rural solar thermal,5e-05
marginal,Generator,AT0 11,solar,801.21035
marginal,Generator,AT0 11,solar rooftop,0.00028
marginal,Generator,AT0 11,solar-hsat,0.00082
marginal,Generator,AT0 11,urban central heat vent,36872.46424
marginal,Generator,AT0 11,urban central solar thermal,7e-05
marginal,Generator,AT0 11,urban decentral heat vent,39.66174
marginal,Generator,AT0 11,urban decentral solar thermal,4e-05
marginal,Generator,AT0 12,onwind,897304.75393
marginal,Generator,AT0 12,ror,3114.68102
marginal,Generator,AT0 12,rural heat vent,2547.191
marginal,Generator,AT0 12,rural solar thermal,4e-05
marginal,Generator,AT0 12,solar,213.33172
marginal,Generator,AT0 12,solar rooftop,0.00043
marginal,Generator,AT0 12,solar-hsat,0.00044
marginal,Generator,AT0 12,urban central heat vent,143251.65557
marginal,Generator,AT0 12,urban central solar thermal,7e-05
marginal,Generator,AT0 12,urban decentral heat vent,37141.97915
marginal,Generator,AT0 12,urban decentral solar thermal,4e-05
marginal,Generator,AT0 13,onwind,10122.22754
marginal,Generator,AT0 13,ror,2523.50228
marginal,Generator,AT0 13,rural heat vent,20198.10282
marginal,Generator,AT0 13,rural solar thermal,4e-05
marginal,Generator,AT0 13,solar,352.2602
marginal,Generator,AT0 13,solar rooftop,0.00028
marginal,Generator,AT0 13,solar-hsat,0.00044
marginal,Generator,AT0 13,urban central heat vent,51495.97058
marginal,Generator,AT0 13,urban central solar thermal,8e-05
marginal,Generator,AT0 13,urban decentral heat vent,681.40566
marginal,Generator,AT0 13,urban decentral solar thermal,5e-05
marginal,Generator,AT0 14,onwind,28104.64066
marginal,Generator,AT0 14,ror,9373.08241
marginal,Generator,AT0 14,rural heat vent,37895.00235
marginal,Generator,AT0 14,rural solar thermal,4e-05
marginal,Generator,AT0 14,solar,383.43656
marginal,Generator,AT0 14,solar rooftop,0.00027
marginal,Generator,AT0 14,solar-hsat,0.00041
marginal,Generator,AT0 14,urban decentral heat vent,1.62009
marginal,Generator,AT0 14,urban decentral solar thermal,4e-05
marginal,Generator,AT0 15,onwind,1459.61779
marginal,Generator,AT0 15,ror,6580.05318
marginal,Generator,AT0 15,rural heat vent,10029.81629
marginal,Generator,AT0 15,rural solar thermal,4e-05
marginal,Generator,AT0 15,solar,262.17763
marginal,Generator,AT0 15,solar rooftop,0.00023
marginal,Generator,AT0 15,solar-hsat,0.00046
marginal,Generator,AT0 15,urban decentral heat vent,12761.61739
marginal,Generator,AT0 15,urban decentral solar thermal,4e-05
marginal,Generator,AT0 16,onwind,0.00016
marginal,Generator,AT0 16,ror,1887.75165
marginal,Generator,AT0 16,rural heat vent,5123.99411
marginal,Generator,AT0 16,rural solar thermal,5e-05
marginal,Generator,AT0 16,solar,881.94724
marginal,Generator,AT0 16,solar rooftop,0.00026
marginal,Generator,AT0 16,solar-hsat,0.00053
marginal,Generator,AT0 16,urban decentral heat vent,72150.85283
marginal,Generator,AT0 16,urban decentral solar thermal,5e-05
marginal,Generator,AT0 17,onwind,44883.30132
marginal,Generator,AT0 17,rural heat vent,23250.68649
marginal,Generator,AT0 17,rural solar thermal,5e-05
marginal,Generator,AT0 17,solar,440.82563
marginal,Generator,AT0 17,solar rooftop,0.00026
marginal,Generator,AT0 17,solar-hsat,0.00045
marginal,Generator,AT0 17,urban decentral heat vent,45932.12252
marginal,Generator,AT0 17,urban decentral solar thermal,4e-05
marginal,Generator,AT0 18,onwind,0.00015
marginal,Generator,AT0 18,ror,3669.17181
marginal,Generator,AT0 18,rural heat vent,10824.65753
marginal,Generator,AT0 18,rural solar thermal,4e-05
marginal,Generator,AT0 18,solar,461.9897
marginal,Generator,AT0 18,solar rooftop,0.00028
marginal,Generator,AT0 18,solar-hsat,0.00051
marginal,Generator,AT0 18,urban central heat vent,48124.20043
marginal,Generator,AT0 18,urban central solar thermal,8e-05
marginal,Generator,AT0 18,urban decentral heat vent,2843.51015
marginal,Generator,AT0 18,urban decentral solar thermal,5e-05
marginal,Generator,AT0 19,onwind,0.00088
marginal,Generator,AT0 19,ror,2706.65558
marginal,Generator,AT0 19,rural heat vent,8034.29717
marginal,Generator,AT0 19,rural solar thermal,4e-05
marginal,Generator,AT0 19,solar,459.17171
marginal,Generator,AT0 19,solar rooftop,0.00037
marginal,Generator,AT0 19,solar-hsat,0.00045
marginal,Generator,AT0 19,urban central heat vent,20254.23415
marginal,Generator,AT0 19,urban central solar thermal,7e-05
marginal,Generator,AT0 19,urban decentral heat vent,18333.65228
marginal,Generator,AT0 19,urban decentral solar thermal,4e-05
marginal,Generator,AT0 2,onwind,1719749.73041
marginal,Generator,AT0 2,rural heat vent,6639.49823
marginal,Generator,AT0 2,rural solar thermal,4e-05
marginal,Generator,AT0 2,solar,983.72782
marginal,Generator,AT0 2,solar rooftop,0.00031
marginal,Generator,AT0 2,solar-hsat,0.00046
marginal,Generator,AT0 2,urban central heat vent,4980.66061
marginal,Generator,AT0 2,urban central solar thermal,7e-05
marginal,Generator,AT0 2,urban decentral heat vent,13527.96956
marginal,Generator,AT0 2,urban decentral solar thermal,5e-05
marginal,Generator,AT0 20,onwind,9055.3737
marginal,Generator,AT0 20,ror,10718.18625
marginal,Generator,AT0 20,rural heat vent,9568.04993
marginal,Generator,AT0 20,rural solar thermal,4e-05
marginal,Generator,AT0 20,solar,240.77421
marginal,Generator,AT0 20,solar rooftop,0.0002
marginal,Generator,AT0 20,solar-hsat,0.00044
marginal,Generator,AT0 20,urban central heat vent,6664.92816
marginal,Generator,AT0 20,urban central solar thermal,7e-05
marginal,Generator,AT0 20,urban decentral heat vent,2781.55575
marginal,Generator,AT0 20,urban decentral solar thermal,4e-05
marginal,Generator,AT0 21,onwind,0.00012
marginal,Generator,AT0 21,rural heat vent,4238.7172
marginal,Generator,AT0 21,rural solar thermal,5e-05
marginal,Generator,AT0 21,solar,274.45007
marginal,Generator,AT0 21,solar rooftop,0.00029
marginal,Generator,AT0 21,solar-hsat,0.00052
marginal,Generator,AT0 21,urban central heat vent,30547.83574
marginal,Generator,AT0 21,urban central solar thermal,9e-05
marginal,Generator,AT0 21,urban decentral heat vent,3156.07572
marginal,Generator,AT0 21,urban decentral solar thermal,4e-05
marginal,Generator,AT0 22,onwind,6424.43219
marginal,Generator,AT0 22,rural heat vent,28102.13992
marginal,Generator,AT0 22,rural solar thermal,5e-05
marginal,Generator,AT0 22,solar,333.25923
marginal,Generator,AT0 22,solar rooftop,0.00022
marginal,Generator,AT0 22,solar-hsat,0.00046
marginal,Generator,AT0 22,urban decentral heat vent,48.50608
marginal,Generator,AT0 22,urban decentral solar thermal,4e-05
marginal,Generator,AT0 23,onwind,988156.3393
marginal,Generator,AT0 23,ror,11901.30051
marginal,Generator,AT0 23,rural heat vent,0.1118
marginal,Generator,AT0 23,rural solar thermal,4e-05
marginal,Generator,AT0 23,solar,795.32463
marginal,Generator,AT0 23,solar rooftop,0.00048
marginal,Generator,AT0 23,solar-hsat,0.00041
marginal,Generator,AT0 23,urban central heat vent,0.09717
marginal,Generator,AT0 23,urban central solar thermal,9e-05
marginal,Generator,AT0 23,urban decentral heat vent,0.09867
marginal,Generator,AT0 23,urban decentral solar thermal,4e-05
marginal,Generator,AT0 24,onwind,0.00514
marginal,Generator,AT0 24,ror,21150.39455
marginal,Generator,AT0 24,rural heat vent,1242.39198
marginal,Generator,AT0 24,rural solar thermal,4e-05
marginal,Generator,AT0 24,solar,272.68669
marginal,Generator,AT0 24,solar rooftop,0.00027
marginal,Generator,AT0 24,solar-hsat,0.0004
marginal,Generator,AT0 24,urban central heat vent,8665.27126
marginal,Generator,AT0 24,urban central solar thermal,7e-05
marginal,Generator,AT0 24,urban decentral heat vent,1982.76404
marginal,Generator,AT0 24,urban decentral solar thermal,4e-05
marginal,Generator,AT0 3,onwind,0.00339
marginal,Generator,AT0 3,ror,323.1409
marginal,Generator,AT0 3,rural heat vent,2331.65303
marginal,Generator,AT0 3,rural solar thermal,4e-05
marginal,Generator,AT0 3,solar,263.20834
marginal,Generator,AT0 3,solar rooftop,0.00026
marginal,Generator,AT0 3,solar-hsat,0.00042
marginal,Generator,AT0 3,urban central heat vent,48592.22286
marginal,Generator,AT0 3,urban central solar thermal,7e-05
marginal,Generator,AT0 3,urban decentral heat vent,10202.11233
marginal,Generator,AT0 3,urban decentral solar thermal,4e-05
marginal,Generator,AT0 4,onwind,0.00927
marginal,Generator,AT0 4,ror,12414.57874
marginal,Generator,AT0 4,rural heat vent,0.40551
marginal,Generator,AT0 4,rural solar thermal,4e-05
marginal,Generator,AT0 4,solar,490.69604
marginal,Generator,AT0 4,solar rooftop,0.00035
marginal,Generator,AT0 4,solar-hsat,0.00041
marginal,Generator,AT0 4,urban central heat vent,0.26952
marginal,Generator,AT0 4,urban central solar thermal,7e-05
marginal,Generator,AT0 4,urban decentral heat vent,195.40387
marginal,Generator,AT0 4,urban decentral solar thermal,4e-05
marginal,Generator,AT0 5,onwind,0.00016
marginal,Generator,AT0 5,ror,513.10418
marginal,Generator,AT0 5,rural heat vent,12793.7171
marginal,Generator,AT0 5,rural solar thermal,4e-05
marginal,Generator,AT0 5,solar,715.10748
marginal,Generator,AT0 5,solar rooftop,0.00029
marginal,Generator,AT0 5,solar-hsat,0.00048
marginal,Generator,AT0 5,urban central heat vent,132964.80339
marginal,Generator,AT0 5,urban central solar thermal,7e-05
marginal,Generator,AT0 5,urban decentral heat vent,5099.58518
marginal,Generator,AT0 5,urban decentral solar thermal,4e-05
marginal,Generator,AT0 6,onwind,0.00026
marginal,Generator,AT0 6,ror,11037.28863
marginal,Generator,AT0 6,rural heat vent,17974.38402
marginal,Generator,AT0 6,rural solar thermal,5e-05
marginal,Generator,AT0 6,solar,483.74307
marginal,Generator,AT0 6,solar rooftop,0.00029
marginal,Generator,AT0 6,solar-hsat,0.00048
marginal,Generator,AT0 6,urban decentral heat vent,47667.90769
marginal,Generator,AT0 6,urban decentral solar thermal,4e-05
marginal,Generator,AT0 7,onwind,9e-05
marginal,Generator,AT0 7,ror,176.81891
marginal,Generator,AT0 7,rural heat vent,41271.68326
marginal,Generator,AT0 7,rural solar thermal,5e-05
marginal,Generator,AT0 7,solar,535.31924
marginal,Generator,AT0 7,solar rooftop,0.00025
marginal,Generator,AT0 7,solar-hsat,0.00052
marginal,Generator,AT0 7,urban decentral heat vent,1.57288
marginal,Generator,AT0 7,urban decentral solar thermal,4e-05
marginal,Generator,AT0 8,onwind,82330.78501
marginal,Generator,AT0 8,ror,7691.21677
marginal,Generator,AT0 8,rural heat vent,19888.4045
marginal,Generator,AT0 8,rural solar thermal,4e-05
marginal,Generator,AT0 8,solar,787.46645
marginal,Generator,AT0 8,solar rooftop,0.00038
marginal,Generator,AT0 8,solar-hsat,0.00042
marginal,Generator,AT0 8,urban central heat vent,41732.40523
marginal,Generator,AT0 8,urban central solar thermal,7e-05
marginal,Generator,AT0 8,urban decentral heat vent,21021.20249
marginal,Generator,AT0 8,urban decentral solar thermal,4e-05
marginal,Generator,AT0 9,onwind,13373.48917
marginal,Generator,AT0 9,rural heat vent,16078.15551
marginal,Generator,AT0 9,rural solar thermal,5e-05
marginal,Generator,AT0 9,solar,330.3142
marginal,Generator,AT0 9,solar rooftop,0.00029
marginal,Generator,AT0 9,solar-hsat,0.00045
marginal,Generator,AT0 9,urban central heat vent,6517.92467
marginal,Generator,AT0 9,urban central solar thermal,7e-05
marginal,Generator,AT0 9,urban decentral heat vent,6584.95676
marginal,Generator,AT0 9,urban decentral solar thermal,4e-05
marginal,Generator,EU,biogas,1.13382
marginal,Generator,EU,gas,126086977.65216
marginal,Generator,EU,oil primary,592322559.28933
marginal,Generator,EU,solid biomass,407079012.902
marginal,Link,AT0 0,BEV charger,19620.50874
marginal,Link,AT0 0,DAC,0.00019
marginal,Link,AT0 0,Fischer-Tropsch,24.04438
marginal,Link,AT0 0,H2 Electrolysis,11616.46676
marginal,Link,AT0 0,H2 Fuel Cell,0.00021
marginal,Link,AT0 0,H2 pipeline,0.25881
marginal,Link,AT0 0,Sabatier,0.00072
marginal,Link,AT0 0,V2G,152.857
marginal,Link,AT0 0,battery charger,0.00644
marginal,Link,AT0 0,battery discharger,0.0071
marginal,Link,AT0 0,electricity distribution grid,0.00859
marginal,Link,AT0 0,home battery charger,0.00486
marginal,Link,AT0 0,home battery discharger,0.00476
marginal,Link,AT0 0,methanolisation,0.01683
marginal,Link,AT0 0,rural air heat pump,0.00024
marginal,Link,AT0 0,rural ground heat pump,0.00017
marginal,Link,AT0 0,rural resistive heater,42089.31532
marginal,Link,AT0 0,rural water tanks charger,0.02916
marginal,Link,AT0 0,rural water tanks discharger,0.02747
marginal,Link,AT0 0,urban central air heat pump,0.00034
marginal,Link,AT0 0,urban central ptes heat pump,0.00028
marginal,Link,AT0 0,urban central resistive heater,17208.32989
marginal,Link,AT0 0,urban central water pits charger,2041.17341
marginal,Link,AT0 0,urban central water pits discharger,1551.30709
marginal,Link,AT0 0,urban central water tanks charger,0.0159
marginal,Link,AT0 0,urban central water tanks discharger,0.01601
marginal,Link,AT0 0,urban decentral air heat pump,0.00025
marginal,Link,AT0 0,urban decentral resistive heater,24883.41272
marginal,Link,AT0 0,urban decentral water tanks charger,0.02782
marginal,Link,AT0 0,urban decentral water tanks discharger,0.02968
marginal,Link,AT0 1,BEV charger,6222.76916
marginal,Link,AT0 1,DAC,0.0002
marginal,Link,AT0 1,Fischer-Tropsch,796.67661
marginal,Link,AT0 1,H2 Electrolysis,8.17107
marginal,Link,AT0 1,H2 Fuel Cell,0.00019
marginal,Link,AT0 1,H2 pipeline,0.24537
marginal,Link,AT0 1,Sabatier,0.00075
marginal,Link,AT0 1,V2G,1768.75144
marginal,Link,AT0 1,battery charger,0.00674
marginal,Link,AT0 1,battery discharger,0.00654
marginal,Link,AT0 1,electricity distribution grid,0.00761
marginal,Link,AT0 1,home battery charger,0.00493
marginal,Link,AT0 1,home battery discharger,0.00474
marginal,Link,AT0 1,methanolisation,2.34212
marginal,Link,AT0 1,rural air heat pump,0.00022
marginal,Link,AT0 1,rural ground heat pump,0.00016
marginal,Link,AT0 1,rural resistive heater,15895.73051
marginal,Link,AT0 1,rural water tanks charger,0.02811
marginal,Link,AT0 1,rural water tanks discharger,0.02576
marginal,Link,AT0 1,urban central air heat pump,0.00031
marginal,Link,AT0 1,urban central ptes heat pump,0.00033
marginal,Link,AT0 1,urban central resistive heater,110920.2593
marginal,Link,AT0 1,urban central water pits charger,0.01653
marginal,Link,AT0 1,urban central water pits discharger,0.01501
marginal,Link,AT0 1,urban central water tanks charger,0.00863
marginal,Link,AT0 1,urban central water tanks discharger,0.0074
marginal,Link,AT0 1,urban decentral air heat pump,0.00021
marginal,Link,AT0 1,urban decentral resistive heater,2155.73341
marginal,Link,AT0 1,urban decentral water tanks charger,0.02735
marginal,Link,AT0 1,urban decentral water tanks discharger,0.02536
marginal,Link,AT0 10,BEV charger,10722.437
marginal,Link,AT0 10,DAC,0.00016
marginal,Link,AT0 10,Fischer-Tropsch,5257468.71204
marginal,Link,AT0 10,H2 Electrolysis,23951.51711
marginal,Link,AT0 10,H2 Fuel Cell,0.0002
marginal,Link,AT0 10,H2 pipeline,0.29263
marginal,Link,AT0 10,Sabatier,0.00083
marginal,Link,AT0 10,V2G,142.88519
marginal,Link,AT0 10,battery charger,0.00689
marginal,Link,AT0 10,battery discharger,0.0062
marginal,Link,AT0 10,electricity distribution grid,0.02958
marginal,Link,AT0 10,home battery charger,0.00415
marginal,Link,AT0 10,home battery discharger,0.00429
marginal,Link,AT0 10,methanolisation,0.01314
marginal,Link,AT0 10,rural air heat pump,0.00026
marginal,Link,AT0 10,rural ground heat pump,0.00019
marginal,Link,AT0 10,rural resistive heater,11629.73632
marginal,Link,AT0 10,rural water tanks charger,0.02895
marginal,Link,AT0 10,rural water tanks discharger,0.02621
marginal,Link,AT0 10,urban central air heat pump,0.00051
marginal,Link,AT0 10,urban central ptes heat pump,0.00026
marginal,Link,AT0 10,urban central resistive heater,18746.58568
marginal,Link,AT0 10,urban central water pits charger,1907.52248
marginal,Link,AT0 10,urban central water pits discharger,1403.16145
marginal,Link,AT0 10,urban central water tanks charger,0.01268
marginal,Link,AT0 10,urban central water tanks discharger,0.01353
marginal,Link,AT0 10,urban decentral air heat pump,0.00027
marginal,Link,AT0 10,urban decentral resistive heater,27116.89822
marginal,Link,AT0 10,urban decentral water tanks charger,0.02783
marginal,Link,AT0 10,urban decentral water tanks discharger,0.02685
marginal,Link,AT0 11,BEV charger,16747.11539
marginal,Link,AT0 11,DAC,0.00019
marginal,Link,AT0 11,Fischer-Tropsch,583.73676
marginal,Link,AT0 11,H2 Electrolysis,6.47324
marginal,Link,AT0 11,H2 Fuel Cell,0.0002
marginal,Link,AT0 11,H2 pipeline,0.28165
marginal,Link,AT0 11,Sabatier,0.00077
marginal,Link,AT0 11,V2G,9153.18299
marginal,Link,AT0 11,battery charger,0.00723
marginal,Link,AT0 11,battery discharger,0.00637
marginal,Link,AT0 11,electricity distribution grid,0.00728
marginal,Link,AT0 11,home battery charger,0.00511
marginal,Link,AT0 11,home battery discharger,0.0044
marginal,Link,AT0 11,methanolisation,1.9395
marginal,Link,AT0 11,rural air heat pump,0.00024
marginal,Link,AT0 11,rural ground heat pump,0.00016
marginal,Link,AT0 11,rural resistive heater,33785.60656
marginal,Link,AT0 11,rural water tanks charger,0.0256
marginal,Link,AT0 11,rural water tanks discharger,0.02769
marginal,Link,AT0 11,urban central air heat pump,0.00036
marginal,Link,AT0 11,urban central ptes heat pump,0.00031
marginal,Link,AT0 11,urban central resistive heater,39656.42604
marginal,Link,AT0 11,urban central water pits charger,0.01609
marginal,Link,AT0 11,urban central water pits discharger,0.0135
marginal,Link,AT0 11,urban central water tanks charger,0.00875
marginal,Link,AT0 11,urban central water tanks discharger,0.00819
marginal,Link,AT0 11,urban decentral air heat pump,0.00024
marginal,Link,AT0 11,urban decentral resistive heater,78.33375
marginal,Link,AT0 11,urban decentral water tanks charger,0.03022
marginal,Link,AT0 11,urban decentral water tanks discharger,0.02723
marginal,Link,AT0 12,BEV charger,39209.04902
marginal,Link,AT0 12,DAC,0.00017
marginal,Link,AT0 12,Fischer-Tropsch,6.61333
marginal,Link,AT0 12,H2 Electrolysis,0.01473
marginal,Link,AT0 12,H2 Fuel Cell,0.00022
marginal,Link,AT0 12,H2 pipeline,0.38901
marginal,Link,AT0 12,Sabatier,0.00073
marginal,Link,AT0 12,V2G,18864.07453
marginal,Link,AT0 12,battery charger,0.00675
marginal,Link,AT0 12,battery discharger,0.00613
marginal,Link,AT0 12,electricity distribution grid,0.00814
marginal,Link,AT0 12,home battery charger,0.0049
marginal,Link,AT0 12,home battery discharger,0.00439
marginal,Link,AT0 12,methanolisation,0.00853
marginal,Link,AT0 12,rural air heat pump,0.00021
marginal,Link,AT0 12,rural ground heat pump,0.00015
marginal,Link,AT0 12,rural resistive heater,6141.66816
marginal,Link,AT0 12,rural water tanks charger,0.02607
marginal,Link,AT0 12,rural water tanks discharger,0.02674
marginal,Link,AT0 12,urban central air heat pump,0.00036
marginal,Link,AT0 12,urban central ptes heat pump,0.00029
marginal,Link,AT0 12,urban central resistive heater,179037.52305
marginal,Link,AT0 12,urban central water pits charger,0.01577
marginal,Link,AT0 12,urban central water pits discharger,0.01545
marginal,Link,AT0 12,urban central water tanks charger,0.00845
marginal,Link,AT0 12,urban central water tanks discharger,0.00873
marginal,Link,AT0 12,urban decentral air heat pump,0.00023
marginal,Link,AT0 12,urban decentral resistive heater,59890.63266
marginal,Link,AT0 12,urban decentral water tanks charger,0.02706
marginal,Link,AT0 12,urban decentral water tanks discharger,0.02651
marginal,Link,AT0 13,BEV charger,18818.44551
marginal,Link,AT0 13,DAC,0.00018
marginal,Link,AT0 13,Fischer-Tropsch,6.17543
marginal,Link,AT0 13,H2 Electrolysis,0.2927
marginal,Link,AT0 13,H2 Fuel Cell,0.0002
marginal,Link,AT0 13,H2 pipeline,0.47521
marginal,Link,AT0 13,Sabatier,0.00083
marginal,Link,AT0 13,V2G,10507.95218
marginal,Link,AT0 13,battery charger,0.0063
marginal,Link,AT0 13,battery discharger,0.00642
marginal,Link,AT0 13,electricity distribution grid,0.00747
marginal,Link,AT0 13,home battery charger,0.00439
marginal,Link,AT0 13,home battery discharger,0.00429
marginal,Link,AT0 13,methanolisation,0.01018
marginal,Link,AT0 13,rural air heat pump,0.00023
marginal,Link,AT0 13,rural ground heat pump,0.00015
marginal,Link,AT0 13,rural resistive heater,35495.55324
marginal,Link,AT0 13,rural water tanks charger,0.03053
marginal,Link,AT0 13,rural water tanks discharger,0.03035
marginal,Link,AT0 13,urban central air heat pump,0.00031
marginal,Link,AT0 13,urban central ptes heat pump,0.00033
marginal,Link,AT0 13,urban central resistive heater,52626.14811
marginal,Link,AT0 13,urban central water pits charger,0.01546
marginal,Link,AT0 13,urban central water pits discharger,0.0155
marginal,Link,AT0 13,urban central water tanks charger,0.00751
marginal,Link,AT0 13,urban central water tanks discharger,0.00819
